rank,scientific_name,elevation,slope,aspect,ndvi,landcover,impervious,bathymetry,soil_sand,soil_ph,soil_clay,common_name,iconic_taxon_name,prob_RF_v1,prob_RF_v2,prob_RF_v3,prob_XGB_v1,prob_XGB_v2,prob_XGB_v3,prob_mean,prob_std,models_agree,confidence,imputed_into,sourced_from
3834,Xylotrechus nauticus,103.0,7.803439617156982,210.7571563720703,0.1723430007696151,52.0,0.0,187.0,45.0,72.0,27.0,,Insecta,0.0033333333333333335,0.0,0.003014832806318073,7.5819036e-05,0.00045992323,0.00037844593,0.0012103923893544263,0.0015343095365966228,0,Low (<30%),Elliott Chaparral,Mission Trails
3835,Tricholomataceae,226.0,16.15837860107422,300.1875,0.127386063337326,52.0,0.0,170.0,47.0,73.0,26.0,,Fungi,0.0,0.0006723716381418092,0.004621468633721495,3.9524217e-05,0.0003979061,0.0015136062,0.00120747945743499,0.0017614148385142032,0,Low (<30%),Elliott Chaparral,Mission Trails
3836,Nomophila,171.0,4.501811981201172,258.13525390625,0.1286870688199997,52.0,0.0,106.0,45.0,75.0,27.0,,Insecta,0.0033333333333333335,0.0024261320426064888,0.0,6.5387714e-05,0.00034713163,0.001072667,0.001207441946253176,0.0013802261988936882,0,Low (<30%),Elliott Chaparral,Mission Trails
3837,Rhinophoridae,171.0,4.501811981201172,258.13525390625,0.1286870688199997,52.0,0.0,106.0,45.0,75.0,27.0,Woodlouse Flies,Insecta,0.0033333333333333335,0.0024261320426064888,0.0,6.5387714e-05,0.00034713163,0.001072667,0.001207441946253176,0.0013802261988936882,0,Low (<30%),Elliott Chaparral,Mission Trails
3838,Rhinacloa,91.0,12.209955215454102,233.23976135253903,0.1067161709070205,52.0,0.0,116.0,43.0,75.0,31.0,,Insecta,0.006666666666666667,0.0,0.0,3.1919226e-05,0.00013939661,0.00040237766,0.0012067266929241466,0.0026791665347941957,0,Low (<30%),Elliott Chaparral,Mission Trails
3839,Orussus,118.0,1.4414104223251345,229.9597930908203,0.1749727576971054,71.0,0.0,116.0,53.0,73.0,20.0,,Insecta,0.0,0.0012002918642831082,0.005207645524541678,0.0001286851,0.00028775225,0.00041055217,0.001205821151275424,0.00200520118039286,0,Low (<30%),Elliott Chaparral,Mission Trails
3840,Tetanolita palligera,156.5,6.118093729019165,202.58600616455078,0.08307049423456185,23.0,71.0,152.0,44.0,76.0,29.0,,Insecta,0.0,0.0,0.0,0.00045573252,0.0041475906,0.002620263,0.0012039310240652412,0.0017651786764099019,0,Low (<30%),Elliott Chaparral,Mission Trails
3841,Pluteus,109.0,13.14141082763672,288.5763244628906,0.1387671828269958,22.0,1.0,166.0,55.0,72.0,19.0,Shields,Fungi,0.0,0.0,0.006165985532742865,8.8779874e-05,0.00034827008,0.00060461747,0.0012012754932507618,0.0024435931300509205,0,Low (<30%),Elliott Chaparral,Mission Trails
3842,Bryum gemmiparum,164.0,8.810662269592285,119.25177764892578,0.1230663880705833,52.0,0.0,187.0,53.0,68.0,20.0,Bud-tipped Bryum,Plantae,0.0,0.0024006338032334967,0.0029997568093385217,8.307321e-05,0.00063982315,0.0010653381,0.0011981041863472288,0.0012409739652092318,0,Low (<30%),Elliott Chaparral,Mission Trails
3843,Omphalotaceae,319.0,15.998815536499023,289.8005676269531,0.1342260688543319,52.0,0.0,252.0,54.0,70.0,22.0,,Fungi,0.0033333333333333335,0.0,0.0,0.0010400445,0.0012445451,0.0015505791,0.0011947503334118262,0.0012313749627820194,0,Low (<30%),Elliott Chaparral,Mission Trails
3844,Agelenidae,112.5,5.617245197296143,152.5009307861328,0.13764527440071106,52.0,0.0,166.0,43.0,72.5,28.0,Funnel Weavers,Arachnida,0.0,0.0,0.0,0.0006844084,0.004830574,0.0016522871,0.0011945449417301763,0.0018958527587488935,0,Low (<30%),Elliott Chaparral,Mission Trails
3845,Ribes viburnifolium,92.0,4.627367496490479,-0.0,0.1783575713634491,23.0,50.0,166.0,43.0,72.0,23.0,santa catalina island currant,Plantae,0.0,0.0,0.0,0.0024106037,0.004039537,0.0007117592,0.0011936500086449087,0.0016784915680949232,0,Low (<30%),Elliott Chaparral,Mission Trails
3846,Phragmidium mucronatum,92.0,4.627367496490479,-0.0,0.1783575713634491,23.0,50.0,166.0,43.0,72.0,23.0,,Fungi,0.0,0.0,0.0,0.0024106037,0.004039537,0.0007117592,0.0011936500086449087,0.0016784915680949232,0,Low (<30%),Elliott Chaparral,Mission Trails
3847,Tadarida brasiliensis,92.0,4.627367496490479,-0.0,0.1783575713634491,23.0,50.0,166.0,43.0,72.0,23.0,Mexican Free-tailed Bat,Mammalia,0.0,0.0,0.0,0.0024106037,0.004039537,0.0007117592,0.0011936500086449087,0.0016784915680949232,0,Low (<30%),Elliott Chaparral,Mission Trails
3848,Eristalinus aeneus,99.5,5.34273362159729,87.46277332305908,0.13152227923274035,52.0,0.0,139.5,40.0,73.5,31.0,Common Lagoon Fly,Insecta,0.0033333333333333335,0.0,0.0032140530681374047,2.8582303e-05,0.00016319948,0.00041077688,0.0011916575103834987,0.001619700661522014,0,Low (<30%),Elliott Chaparral,Mission Trails
3849,Rhopalomyia californica,95.0,4.960610389709473,82.02860260009766,0.1364107280969619,22.0,7.0,166.0,43.0,72.0,28.0,Coyote Brush Bud Gall Midge,Insecta,0.0,0.0,0.0018747625199483245,0.0006729166,0.0034797285,0.0011181096,0.0011909195245610163,0.0013278926623107542,0,Low (<30%),Elliott Chaparral,Mission Trails
3850,Renardia,59.0,2.1574831008911133,329.2474060058594,0.1968128383159637,21.0,1.0,152.0,54.0,70.0,22.0,,Insecta,0.0,0.001503267973856209,0.004463863088908467,0.00018176994,0.00044330567,0.00054149266,0.0011889498885728732,0.0016868344187167873,0,Low (<30%),Elliott Chaparral,Mission Trails
3851,Prodoxus marginatus,78.0,2.1574831008911133,329.2474060058594,0.1847378015518188,21.0,1.0,152.0,54.0,70.0,22.0,,Insecta,0.0,0.001503267973856209,0.004463863088908467,0.00018176994,0.00044330567,0.00054149266,0.0011889498885728732,0.0016868344187167873,0,Low (<30%),Elliott Chaparral,Mission Trails
3852,Narcissus pseudonarcissus,59.0,2.1574831008911133,329.2474060058594,0.1968128383159637,21.0,1.0,152.0,54.0,70.0,22.0,wild daffodil,Plantae,0.0,0.001503267973856209,0.004463863088908467,0.00018176994,0.00044330567,0.00054149266,0.0011889498885728732,0.0016868344187167873,0,Low (<30%),Elliott Chaparral,Mission Trails
3853,Neotephritis finalis,168.5,4.564495801925659,191.11474609375,0.1323358863592147,52.0,0.0,168.0,45.0,74.0,27.0,Sunflower Seed Maggot,Insecta,0.0033333333333333335,0.0005541468863445964,0.0009998378860338818,0.00010989333,0.0008778496,0.0012437571,0.0011864696834694634,0.0011226069606402303,0,Low (<30%),Elliott Chaparral,Mission Trails
3854,Nathalis iole,108.0,2.7802884578704834,130.0334014892578,0.1377389580011367,52.0,0.0,127.0,44.0,74.0,28.0,Dainty Sulphur,Insecta,0.0,0.0,0.0063328649630911395,6.781163e-05,0.00019156533,0.00050424435,0.001182747711338673,0.0025301139818595343,0,Low (<30%),Elliott Chaparral,Mission Trails
3855,Arogochila,89.0,4.627367496490479,67.21294403076172,0.147580549120903,23.0,15.0,166.0,42.0,72.0,26.0,,Insecta,0.0,0.0,0.0,0.0009303432,0.004971405,0.0011939382,0.0011826143988097708,0.0019294783679651404,0,Low (<30%),Elliott Chaparral,Mission Trails
3856,Melanopleurus,170.0,8.124812364578247,182.8316879272461,0.1223070919513702,52.0,0.0,161.0,45.0,74.5,27.0,,Insecta,0.0033333333333333335,0.002197971768901995,0.0,5.1501996e-05,0.0006013517,0.00091084506,0.0011825006478048423,0.001322592862245098,0,Low (<30%),Elliott Chaparral,Mission Trails
3857,Rhynocoris ventralis,97.0,1.854334115982056,180.0,0.1484751850366592,52.0,0.0,127.0,45.0,73.0,27.0,,Insecta,0.0033333333333333335,0.0026763923921194355,0.0,4.956131e-05,0.00027984442,0.00074725423,0.0011810642813361296,0.001452161729357621,0,Low (<30%),Elliott Chaparral,Mission Trails
3858,Ballana,90.0,3.790321111679077,60.74577713012695,0.185893103480339,22.0,25.0,166.0,41.0,73.0,26.0,,Insecta,0.0,0.0017050667131769425,0.0016664415022966763,0.00017238966,0.0028614616,0.0006783013,0.001180610132914134,0.0010953548685877026,0,Low (<30%),Elliott Chaparral,Mission Trails
3859,Basidiomycota,103.0,7.3788604736328125,180.0,0.152974247932434,52.0,0.0,197.0,45.0,72.0,27.0,Basidiomycete Fungi,Fungi,0.0,0.0,0.006093377007838254,4.885359e-05,0.00046565806,0.00045645292,0.0011773902631437964,0.0024182361232535175,0,Low (<30%),Elliott Chaparral,Mission Trails
3860,Ceroxys latiusculus,88.0,2.8855162858963013,163.42926025390625,0.1789709478616714,71.0,0.0,166.0,40.5,71.0,28.0,Narrow-Banded Picture-Winged Fly,Insecta,0.0,0.0013759050777782968,0.003103209710895406,0.00019868769,0.0012808436,0.0011054408,0.0011773478145627114,0.0011052759433032207,0,Low (<30%),Elliott Chaparral,Mission Trails
3861,Ganoderma,87.5,6.0601959228515625,157.21422576904297,0.19248811900615692,90.0,0.0,159.0,42.5,73.0,27.5,"Artist's Brackets, Reishi, and Allies",Fungi,0.0033333333333333335,0.0,0.0,0.00016335485,0.0025557848,0.0009910931,0.001173927677769421,0.0014410732185148618,0,Low (<30%),Elliott Chaparral,Mission Trails
3862,Brennus,90.0,7.896348476409912,299.25421142578125,0.1667190045118332,23.0,3.0,187.0,45.0,72.0,27.0,,Insecta,0.0033333333333333335,0.0,0.003014832806318073,3.3791417e-05,0.00027262725,0.00037844593,0.0011721717888577593,0.0015604548402320384,0,Low (<30%),Elliott Chaparral,Mission Trails
3863,Muroidea,133.0,9.366722822189331,193.51101684570312,0.16607189923524857,52.0,0.0,191.5,42.0,74.0,27.0,Muroids,Mammalia,0.0033333333333333335,0.0,0.0032381979128962633,1.7964836e-05,0.00013039177,0.00030247497,0.0011703938040110416,0.001642371623845283,0,Low (<30%),Elliott Chaparral,Mission Trails
3864,Doryctinae,100.0,2.9906437397003174,338.3643798828125,0.2698723673820495,52.0,0.0,152.0,44.0,74.0,30.0,,Insecta,0.0,0.0,0.006190002858596138,5.9923805e-05,0.00032488097,0.00044575665,0.0011700940472099822,0.0024661408075170328,0,Low (<30%),Elliott Chaparral,Mission Trails
3865,Pepsis chrysothemis,104.0,7.24903392791748,84.00509643554688,0.1262907236814499,52.0,0.0,152.0,41.0,73.0,29.0,,Insecta,0.0,0.0,0.006213809877475927,2.082507e-05,0.00032487165,0.00044732078,0.0011678045634765633,0.002479310362099186,0,Low (<30%),Elliott Chaparral,Mission Trails
3866,Encelia farinosa farinosa,166.5,5.317458391189575,92.19619750976562,0.1223670244216919,22.0,37.0,173.5,43.0,75.0,31.0,,Plantae,0.0,0.00279552821747977,0.0,0.00026359168,0.0023377836,0.001588446,0.0011642249065963858,0.00124421328043643,0,Low (<30%),Elliott Chaparral,Mission Trails
3867,Melecta edwardsii,122.0,9.435641288757324,54.23670959472656,0.1333755701780319,21.0,1.0,186.0,39.0,72.0,29.0,,Insecta,0.0,0.0,0.005044966414998012,0.0001983848,0.000594086,0.0011470601,0.0011640828844716627,0.0019508559091117646,0,Low (<30%),Elliott Chaparral,Mission Trails
3868,Scraptiidae,127.0,2.2752857208251953,311.0164337158203,0.20682134479284286,73.5,0.0,116.5,43.0,73.0,27.5,False Flower Beetles,Insecta,0.0033333333333333335,0.0011983471074380168,0.0,0.00014018519,0.0013205034,0.0009860758,0.001163074149188889,0.0011971987954911734,0,Low (<30%),Elliott Chaparral,Mission Trails
3869,Washingtonia robusta,162.5,4.95990252494812,180.0,0.15295694768428802,52.0,0.0,168.0,43.0,74.0,27.0,Mexican Fan Palm,Plantae,0.0,0.0011875,0.0,0.00042178374,0.0034036087,0.0019587118,0.0011619340333078678,0.001334812158068471,0,Low (<30%),Elliott Chaparral,Mission Trails
3870,Kovarikia williamsi,85.0,9.353228092193604,314.1357116699219,0.15553217381238937,21.0,1.0,187.0,51.0,70.0,22.0,,Arachnida,0.0033333333333333335,0.0,0.003260639703938673,2.6825195e-05,6.5635286e-05,0.00027052686,0.001159493395747328,0.0016585864549721377,0,Low (<30%),Elliott Chaparral,Mission Trails
3871,Stilbosis,100.0,4.778538227081299,67.21403503417969,0.1793984025716781,52.0,0.0,187.0,43.0,72.0,28.0,,Insecta,0.0,0.0,0.0053622719655856774,7.090389e-05,0.0009981599,0.00051714183,0.0011580795922568115,0.002096466395731022,0,Low (<30%),Elliott Chaparral,Mission Trails
3872,Boisea rubrolineata,92.0,2.1575889587402344,180.0,0.1901832669973373,90.0,0.0,166.0,39.0,73.0,29.0,Western Boxelder Bug,Insecta,0.0,0.0,0.005832854835280634,5.717576e-05,0.00049428607,0.00053986156,0.0011540297040665674,0.0023052343253014062,0,Low (<30%),Elliott Chaparral,Mission Trails
3873,Populus,92.0,3.789727210998535,101.39330291748047,0.15616931021213526,22.0,0.5,166.0,42.0,72.0,27.0,"poplars, cottonwoods, and aspens",Plantae,0.0,0.0,0.0006665495859395051,0.0006010838,0.0044443565,0.0012096668,0.0011536094601721082,0.0016754880058837017,0,Low (<30%),Elliott Chaparral,Mission Trails
3874,Boletales,95.0,5.679915904998779,215.53219604492188,0.1448776572942733,52.0,0.0,187.0,45.0,73.0,28.0,boletes and allies,Fungi,0.0033333333333333335,0.0,0.0029953576841540348,1.3461647e-05,0.00017676654,0.00040030113,0.0011532033882347735,0.0015681631966529277,0,Low (<30%),Elliott Chaparral,Mission Trails
3875,Oenothera elata hirsutissima,87.0,6.5568060874938965,189.64781188964844,0.1781724244356155,23.0,9.0,152.0,41.0,74.0,30.0,hairy evening primrose,Plantae,0.0033333333333333335,0.0,0.0023074404901089647,0.0001700745,0.0005737304,0.00050357386,0.0011480254289274086,0.001351983501264759,0,Low (<30%),Elliott Chaparral,Mission Trails
3876,Baccharis salicifolia,92.0,4.501718044281006,149.24095153808594,0.1678885072469711,23.0,0.0,166.0,43.0,72.0,28.0,mule fat,Plantae,0.0,0.0,0.0,0.00076488033,0.0044614323,0.0016613733,0.001147947662199537,0.0017517350652853077,0,Low (<30%),Elliott Chaparral,Mission Trails
3877,Platyptiliini,98.0,3.864759683609009,196.5662841796875,0.1047048866748809,22.0,49.0,152.0,45.0,75.0,30.0,,Insecta,0.0,0.002521057218713529,0.0033210071963237216,8.968738e-05,0.00034627688,0.00058750634,0.0011442558356293151,0.0014143553296877165,0,Low (<30%),Elliott Chaparral,Mission Trails
3878,Helvella compressa,87.0,4.23757329583168,149.62714767456055,0.20177000015974045,71.0,0.0,162.0,42.5,72.0,28.5,,Fungi,0.0,0.0,0.0,0.0007632232,0.0047212387,0.0013741814,0.001143107219832018,0.0018396094511546554,0,Low (<30%),Elliott Chaparral,Mission Trails
3879,Bowlesia incana,92.5,5.429938793182373,63.30460548400879,0.1500606760382652,22.0,8.5,166.0,42.0,72.0,26.0,hoary bowlesia,Plantae,0.0,0.0,0.0,0.0009115657,0.0047390265,0.0011939382,0.0011407550676570584,0.0018388518253988123,0,Low (<30%),Elliott Chaparral,Mission Trails
3880,Amanita novinupta,98.0,6.157636642456055,116.75218200683594,0.1793984025716781,52.0,0.0,187.0,43.0,72.0,28.0,Blushing Bride Amanita,Fungi,0.0,0.0,0.0053622719655856774,7.487621e-05,0.00095924595,0.00042852203,0.0011374860274158466,0.002102384562271847,0,Low (<30%),Elliott Chaparral,Mission Trails
3881,Gelechiinae,89.0,3.704791784286499,-0.0,0.2320134788751602,90.0,0.0,166.0,43.0,72.0,23.0,,Insecta,0.0,0.0,0.0029997568093385212,0.0006535732,0.0025318952,0.0006374749,0.0011371166772078045,0.0013026404138565843,0,Low (<30%),Elliott Chaparral,Mission Trails
3882,Sminthurides,89.0,3.704791784286499,-0.0,0.2320134788751602,90.0,0.0,166.0,43.0,72.0,23.0,,Animalia,0.0,0.0,0.0029997568093385212,0.0006535732,0.0025318952,0.0006374749,0.0011371166772078045,0.0013026404138565843,0,Low (<30%),Elliott Chaparral,Mission Trails
3883,Dilophus tibialis,89.0,3.704791784286499,-0.0,0.2320134788751602,90.0,0.0,166.0,43.0,72.0,23.0,,Insecta,0.0,0.0,0.0029997568093385212,0.0006535732,0.0025318952,0.0006374749,0.0011371166772078045,0.0013026404138565843,0,Low (<30%),Elliott Chaparral,Mission Trails
3884,Camissoniopsis bistorta,89.0,4.778285503387451,229.9630584716797,0.1331560611724853,52.0,0.0,197.0,45.0,72.0,27.0,California sun cup,Plantae,0.0,0.0,0.005621939352160519,4.405841e-05,0.0005915609,0.00056136586,0.0011364874214680888,0.0022146601184480294,0,Low (<30%),Elliott Chaparral,Mission Trails
3885,Harmostes angustatus,169.0,3.864760637283325,180.0,0.1410885602235794,52.0,0.0,106.0,45.0,75.0,27.0,,Insecta,0.0033333333333333335,0.0,0.0018747625199483245,8.675738e-05,0.00046177837,0.0010449896,0.0011336035285020067,0.001282830710063353,0,Low (<30%),Elliott Chaparral,Mission Trails
3886,Occidentales,102.0,4.501718044281006,101.864990234375,0.1033834367990493,52.0,0.0,152.0,44.0,74.0,30.0,foliaceous asters,Plantae,0.0,0.0,0.006142021325991094,3.2703076e-05,0.00020442407,0.00041734657,0.0011327491735415262,0.002459379542868898,0,Low (<30%),Elliott Chaparral,Mission Trails
3887,Libytheana carinenta,102.0,4.501718044281006,101.864990234375,0.1033834367990493,52.0,0.0,152.0,44.0,74.0,30.0,American Snout,Insecta,0.0,0.0,0.006142021325991094,3.2703076e-05,0.00020442407,0.00041734657,0.0011327491735415262,0.002459379542868898,0,Low (<30%),Elliott Chaparral,Mission Trails
3888,Andrena oenotherae,168.0,8.360227584838867,7.532043933868408,0.1579450666904449,52.0,0.0,106.0,44.0,74.0,27.0,Oenothera Miner,Insecta,0.0,0.001467497274696198,0.003333108153752618,0.0001281743,0.00079120236,0.0010761921,0.0011326957029790202,0.001213736396777026,0,Low (<30%),Elliott Chaparral,Mission Trails
3889,Suaeda,111.0,2.393437623977661,67.21409606933594,0.1226058602333068,71.0,0.0,127.0,41.0,71.0,29.0,Seepweeds,Plantae,0.0,0.0,0.003103209710895406,0.00020057379,0.0025679742,0.0008880748,0.0011266387434802556,0.0013738572934002887,0,Low (<30%),Elliott Chaparral,Mission Trails
3890,Bruchini,239.0,5.679784774780273,144.46966552734375,0.0778935998678207,21.0,1.0,186.0,45.0,74.0,29.0,,Insecta,0.0,0.0,0.005840679448974229,6.4408785e-05,8.281197e-05,0.00076304836,0.0011251580933366442,0.00232855754183594,0,Low (<30%),Elliott Chaparral,Mission Trails
3891,Formica moki,243.0,14.27361297607422,27.0242862701416,0.1377037763595581,21.0,1.0,197.0,55.0,67.0,19.0,,Insecta,0.0,0.0,0.005579674781309899,8.9543464e-05,0.0001858405,0.00087706535,0.0011220206829813141,0.0022086641456388286,0,Low (<30%),Elliott Chaparral,Mission Trails
3892,Clausicella,178.0,3.754204154014588,106.70366668701172,0.1323358863592147,52.0,0.0,106.0,45.0,75.0,25.0,,Insecta,0.0,0.003558215464359396,0.0008206126446066372,0.0001873301,0.0012291981,0.0009352481,0.0011217673948583596,0.0012810026802792605,0,Low (<30%),Elliott Chaparral,Mission Trails
3893,Xanthomendoza hasseana,210.0,20.4462947845459,357.03826904296875,0.1520867943763733,52.0,0.0,231.0,51.0,68.0,22.0,Poplar Sunburst Lichen,Fungi,0.0,0.0,0.0,0.0005974535,0.0041128523,0.002013832,0.0011206896451767534,0.001660864385100431,0,Low (<30%),Elliott Chaparral,Mission Trails
3894,Thripidae,185.0,2.7802884578704834,-0.0,0.1606733649969101,52.0,0.0,231.0,47.0,75.0,27.0,Common Thrips,Insecta,0.0,0.0,0.004374889164745522,6.084019e-05,0.0011306066,0.0011515515,0.001119647912805542,0.0016867738575184956,0,Low (<30%),Elliott Chaparral,Mission Trails
3895,Oxalis dillenii,185.0,2.7802884578704834,-0.0,0.1606733649969101,52.0,0.0,231.0,47.0,75.0,27.0,slender yellow woodsorrel,Plantae,0.0,0.0,0.004374889164745522,6.084019e-05,0.0011306066,0.0011515515,0.001119647912805542,0.0016867738575184956,0,Low (<30%),Elliott Chaparral,Mission Trails
3896,Amanita velosa,101.0,7.067885875701904,123.91185760498048,0.1793984025716781,52.0,0.0,187.0,43.0,72.0,28.0,springtime amanita,Fungi,0.0,0.0,0.0053622719655856774,8.586265e-05,0.0008550407,0.00041067158,0.0011189744790588397,0.0021046831317925343,0,Low (<30%),Elliott Chaparral,Mission Trails
3897,Turdus migratorius,93.5,4.756075143814087,180.0,0.16316970437765121,23.0,3.5,166.0,43.0,73.0,27.0,American Robin,Aves,0.0033333333333333335,0.0,0.0,0.0001998015,0.0020344453,0.0011275553,0.0011158559002150369,0.0013483748697098747,0,Low (<30%),Elliott Chaparral,Mission Trails
3898,Phanacis hypochoeridis,253.5,15.423986911773682,68.20111083984375,0.14262631163001055,52.0,0.0,273.0,53.5,67.5,22.5,Catsear Gall Wasp,Insecta,0.0,0.0,0.00404556622208177,0.00042190516,0.00065506797,0.0015505791,0.0011121864078505693,0.001546367870803248,0,Low (<30%),Elliott Chaparral,Mission Trails
3899,Neolasioptera lathami,165.0,7.3788604736328125,180.0,0.1155926883220672,22.0,0.0,172.0,45.0,74.0,28.0,,Insecta,0.0,0.0024553158417317763,0.002812250636470723,5.2556312e-05,0.000518426,0.0008313123,0.0011116435205723249,0.0012235546165150818,0,Low (<30%),Elliott Chaparral,Mission Trails
3900,Ethmia discostrigella,155.0,7.3788604736328125,193.3852081298828,0.0984725058078765,23.0,68.0,152.0,44.0,76.0,29.0,Mountain-mahogany Moth,Insecta,0.0,0.000550876216968011,0.001499787221107666,0.00053688145,0.0022644782,0.0018131196,0.0011108571256680862,0.0008777597822877154,0,Low (<30%),Elliott Chaparral,Mission Trails
3901,Aptostichus,104.0,10.325311660766602,346.6127624511719,0.1515357792377472,22.0,5.0,152.0,43.0,74.0,26.0,,Arachnida,0.0033333333333333335,0.0,0.0021948724032088253,9.835418e-05,0.0004835224,0.0005546007,0.0011107804978968017,0.0013473400052211577,0,Low (<30%),Elliott Chaparral,Mission Trails
3902,Amydria effrenatella,153.0,6.556796073913574,189.64727783203125,0.0984725058078765,23.0,68.0,152.0,44.0,76.0,29.0,Brown-blotched Amydria Moth,Insecta,0.0,0.000550876216968011,0.001499787221107666,0.0003830089,0.0023248873,0.0019015074,0.0011100111743294772,0.000930333773408902,0,Low (<30%),Elliott Chaparral,Mission Trails
